Athlete,NOC,Discipline,Event,Medal,Edition
"NUVEMAN, Stacey",USA,Softball,softball,Gold,2004
"OSTERMAN, Catherine",USA,Softball,softball,Gold,2004
"TOPPING, Jenny",USA,Softball,softball,Gold,2004
"WATLEY, Natasha",USA,Softball,softball,Gold,2004
"ALLEN, Sandra",AUS,Softball,softball,Silver,2004
"CARPADIOS, Marissa",AUS,Softball,softball,Silver,2004
"CRAWFORD, Fiona",AUS,Softball,softball,Silver,2004
"DOMAN, Amanda",AUS,Softball,softball,Silver,2004
"EDEBONE, Peta",AUS,Softball,softball,Silver,2004
"HARDING, Tanya",AUS,Softball,softball,Silver,2004
"HODGSKIN, Natalie",AUS,Softball,softball,Silver,2004
"MORROW, Simmone",AUS,Softball,softball,Silver,2004
"MOSLEY, Tracey",AUS,Softball,softball,Silver,2004
"PORTER, Stacey",AUS,Softball,softball,Silver,2004
"ROCHE, Melanie",AUS,Softball,softball,Silver,2004
"TITCUME, Natalie",AUS,Softball,softball,Silver,2004
"WARD, Natalie",AUS,Softball,softball,Silver,2004
"WILKINS, Brooke",AUS,Softball,softball,Silver,2004
"WYBORN, Kerry",AUS,Softball,softball,Silver,2004
"MAZE, Michael John",DEN,Table Tennis,doubles,Bronze,2004
"TUGWELL, Finn",DEN,Table Tennis,doubles,Bronze,2004
"CHEN, Qi",CHN,Table Tennis,doubles,Gold,2004
"MA, Lin",CHN,Table Tennis,doubles,Gold,2004
"KO, Lai Chak",HKG,Table Tennis,doubles,Silver,2004
"LI, Ching",HKG,Table Tennis,doubles,Silver,2004
"GUO, Yue",CHN,Table Tennis,doubles,Bronze,2004
"NIU, Jianfeng",CHN,Table Tennis,doubles,Bronze,2004
"WANG, Nan",CHN,Table Tennis,doubles,Gold,2004
"ZHANG, Yining",CHN,Table Tennis,doubles,Gold,2004
"LEE, Eun Sil",KOR,Table Tennis,doubles,Silver,2004
"SEOK, Eun Mi",KOR,Table Tennis,doubles,Silver,2004
"WANG, Liqin",CHN,Table Tennis,singles,Bronze,2004
"RYU, Seungmin",KOR,Table Tennis,singles,Gold,2004
"WANG, Hao",CHN,Table Tennis,singles,Silver,2004
"KIM, Kyungah",KOR,Table Tennis,singles,Bronze,2004
"ZHANG, Yining",CHN,Table Tennis,singles,Gold,2004
"KIM, Hyang Mi",PRK,Table Tennis,singles,Silver,2004
"BOORAPOLCHAI, Yaowapa",THA,Taekwondo,- 49 kg,Bronze,2004
"CHEN, Shih Hsin",TPE,Taekwondo,- 49 kg,Gold,2004
"LABRADA DIAZ, Yanelis Yuliet",CUB,Taekwondo,- 49 kg,Silver,2004
"BAYOUMI, Tamer",EGY,Taekwondo,- 58 kg,Bronze,2004
"CHU, Mu Yen",TPE,Taekwondo,- 58 kg,Gold,2004
"SALAZAR BLANCO, Oscar Francisco",MEX,Taekwondo,- 58 kg,Silver,2004
"CARMONA, Adriana",VEN,Taekwondo,+ 67 kg,Bronze,2004
"CHEN, Zhong",CHN,Taekwondo,+ 67 kg,Gold,2004
"BAVEREL, Myriam",FRA,Taekwondo,+ 67 kg,Silver,2004
"GENTIL, Pascal",FRA,Taekwondo,+ 80 kg,Bronze,2004
"MOON, Dae Sung",KOR,Taekwondo,+ 80 kg,Gold,2004
"NIKOLAIDIS, Alexandros",GRE,Taekwondo,+ 80 kg,Silver,2004
"SALAZAR BLANCO, Iridia",MEX,Taekwondo,49 - 57 kg,Bronze,2004
"JANG, Ji Won",KOR,Taekwondo,49 - 57 kg,Gold,2004
"ABDALLAH, Nia",USA,Taekwondo,49 - 57 kg,Silver,2004
"HWANG, Kyung Sun",KOR,Taekwondo,57 - 67 kg,Bronze,2004
"LUO, Wei",CHN,Taekwondo,57 - 67 kg,Gold,2004
"MYSTAKIDOU, Elisavet",GRE,Taekwondo,57 - 67 kg,Silver,2004
"SONG, Myeong Seob",KOR,Taekwondo,58 - 68 kg,Bronze,2004
"SAEI, Hadi",IRI,Taekwondo,58 - 68 kg,Gold,2004
"HUANG, Chih Hsiung",TPE,Taekwondo,58 - 68 kg,Silver,2004
"KARAMI, Yossef",IRI,Taekwondo,68 - 80 kg,Bronze,2004
"LOPEZ, Steven",USA,Taekwondo,68 - 80 kg,Gold,2004
"TANRIKULU, Bahri",TUR,Taekwondo,68 - 80 kg,Silver,2004
"ANCIC, Mario",CRO,Tennis,doubles,Bronze,2004
"LJUBICIC, Ivan",CRO,Tennis,doubles,Bronze,2004
"GONZALEZ, Fernando",CHI,Tennis,doubles,Gold,2004
"MASSU, Nicolas",CHI,Tennis,doubles,Gold,2004
"KIEFER, Nicolas",GER,Tennis,doubles,Silver,2004
"SCHUETTLER, Rainer",GER,Tennis,doubles,Silver,2004
"SUAREZ, Paola",ARG,Tennis,doubles,Bronze,2004
"TARABINI, Patricia",ARG,Tennis,doubles,Bronze,2004
"LI, Ting",CHN,Tennis,doubles,Gold,2004
"SUN, Tian Tian",CHN,Tennis,doubles,Gold,2004
"GONZALEZ, Fernando",CHI,Tennis,singles,Bronze,2004
"MASSU, Nicolas",CHI,Tennis,singles,Gold,2004
"FISH, Mardy",USA,Tennis,singles,Silver,2004
"MOLIK, Alicia",AUS,Tennis,singles,Bronze,2004
"HENIN-HARDENNE, Justine",BEL,Tennis,singles,Gold,2004
"MAURESMO, Amelie",FRA,Tennis,singles,Silver,2004
"RIEDERER, Sven",SUI,Triathlon,Individual,Bronze,2004
"CARTER, Hamish",NZL,Triathlon,Individual,Gold,2004
"DOCHERTY, Bevan",NZL,Triathlon,Individual,Silver,2004
"WILLIAMS, Susan",USA,Triathlon,Individual,Bronze,2004
"ALLEN, Kate",AUT,Triathlon,Individual,Gold,2004
"HARROP, Loretta",AUS,Triathlon,Individual,Silver,2004
"HEUSCHER, Patrick",SUI,Beach volley.,beach volleyball,Bronze,2004
"KOBEL, Stefan",SUI,Beach volley.,beach volleyball,Bronze,2004
"REGO, Emanuel",BRA,Beach volley.,beach volleyball,Gold,2004
"SANTOS, Ricardo",BRA,Beach volley.,beach volleyball,Gold,2004
"BOSMA, Javier",ESP,Beach volley.,beach volleyball,Silver,2004
"HERRERA, Pablo",ESP,Beach volley.,beach volleyball,Silver,2004
"MCPEAK, Holly",USA,Beach volley.,beach volleyball,Bronze,2004
"YOUNGS, Elaine",USA,Beach volley.,beach volleyball,Bronze,2004
"MAY-TREANOR, Misty",USA,Beach volley.,beach volleyball,Gold,2004
"WALSH, Kerri",USA,Beach volley.,beach volleyball,Gold,2004
"BEDE, Shelda",BRA,Beach volley.,beach volleyball,Silver,2004
"BEHAR, Adriana",BRA,Beach volley.,beach volleyball,Silver,2004
"ABRAMOV, Pavel",RUS,Volleyball,volleyball,Bronze,2004
"BARANOV, Sergey",RUS,Volleyball,volleyball,Bronze,2004
"DINEYKIN, Stanislav",RUS,Volleyball,volleyball,Bronze,2004
"EGORCHEV, Andrey",RUS,Volleyball,volleyball,Bronze,2004
"KAZAKOV, Alexei",RUS,Volleyball,volleyball,Bronze,2004
"KHAMUTTSKIKH, Vadim",RUS,Volleyball,volleyball,Bronze,2004
"KHTEY, Taras",RUS,Volleyball,volleyball,Bronze,2004
"KOSAREV, Alexander",RUS,Volleyball,volleyball,Bronze,2004
"KULESHOV, Alexey",RUS,Volleyball,volleyball,Bronze,2004
"TETYUKHIN, Sergey",RUS,Volleyball,volleyball,Bronze,2004
"USHAKOV, Konstantin",RUS,Volleyball,volleyball,Bronze,2004
"VERBOV, Alexey",RUS,Volleyball,volleyball,Bronze,2004
"AMARAL, Dante",BRA,Volleyball,volleyball,Gold,2004
"BITENCOURT, Nalbert",BRA,Volleyball,volleyball,Gold,2004
"ENDRES, Gustavo",BRA,Volleyball,volleyball,Gold,2004
"GARCIA, Ricardo",BRA,Volleyball,volleyball,Gold,2004
"GAVIO, Giovane",BRA,Volleyball,volleyball,Gold,2004
"GODOY FILHO, Gilberto",BRA,Volleyball,volleyball,Gold,2004
"HELLER, Andre",BRA,Volleyball,volleyball,Gold,2004
"LIMA, Mauricio",BRA,Volleyball,volleyball,Gold,2004
"NASCIMENTO, Andre",BRA,Volleyball,volleyball,Gold,2004
"RODRIGUES, Anderson",BRA,Volleyball,volleyball,Gold,2004
"SANTANA, Rodrigo",BRA,Volleyball,volleyball,Gold,2004
"SANTOS, Sergio Dutra",BRA,Volleyball,volleyball,Gold,2004
"CERNIC, Matej",ITA,Volleyball,volleyball,Silver,2004
"CISOLLA, Alberto",ITA,Volleyball,volleyball,Silver,2004
"COZZI, Paolo",ITA,Volleyball,volleyball,Silver,2004
"FEI, Alessandro",ITA,Volleyball,volleyball,Silver,2004
"GIANI, Andrea",ITA,Volleyball,volleyball,Silver,2004
"MASTRANGELO, Luigi",ITA,Volleyball,volleyball,Silver,2004
"PAPI, Samuele",ITA,Volleyball,volleyball,Silver,2004
"PIPPI, Damiano",ITA,Volleyball,volleyball,Silver,2004
"SARTORETTI, Andrea",ITA,Volleyball,volleyball,Silver,2004
"TOFOLI, Paolo",ITA,Volleyball,volleyball,Silver,2004
"VERMIGLIO, Valerio",ITA,Volleyball,volleyball,Silver,2004
"BARROS FERNANDEZ, Zoila",CUB,Volleyball,volleyball,Bronze,2004
"CALDERON, Rosir",CUB,Volleyball,volleyball,Bronze,2004
"CARRILLO DE LA PAZ, Nancy",CUB,Volleyball,volleyball,Bronze,2004
"FERNANDEZ, Ana Ibis",CUB,Volleyball,volleyball,Bronze,2004
"MARTINEZ ADLUN, Maybelis",CUB,Volleyball,volleyball,Bronze,2004
"MESA LUACES, Liana",CUB,Volleyball,volleyball,Bronze,2004
"MUNOZ CARRAZANA, Aniara",CUB,Volleyball,volleyball,Bronze,2004
"ORTIZ CHARRO, Yaima",CUB,Volleyball,volleyball,Bronze,2004
"RAMIREZ ECHEVARRIA, Daimi",CUB,Volleyball,volleyball,Bronze,2004
"RUIZ LUACES, Yumilka",CUB,Volleyball,volleyball,Bronze,2004
"SANCHEZ SALFRAN, Martha",CUB,Volleyball,volleyball,Bronze,2004
"TELLEZ PALACIO, Dulce M.",CUB,Volleyball,volleyball,Bronze,2004
"CHEN, Jing",CHN,Volleyball,volleyball,Gold,2004
"FENG, Kun",CHN,Volleyball,volleyball,Gold,2004
"LI, Shan",CHN,Volleyball,volleyball,Gold,2004
"LIU, Yanan",CHN,Volleyball,volleyball,Gold,2004
"SONG, Nina",CHN,Volleyball,volleyball,Gold,2004
"WANG, Lina",CHN,Volleyball,volleyball,Gold,2004
"YANG, Hao",CHN,Volleyball,volleyball,Gold,2004
"ZHANG, Na",CHN,Volleyball,volleyball,Gold,2004
"ZHANG, Ping",CHN,Volleyball,volleyball,Gold,2004
"ZHANG, Yuehong",CHN,Volleyball,volleyball,Gold,2004
"ZHAO, Ruirui",CHN,Volleyball,volleyball,Gold,2004
"ZHOU, Suhong",CHN,Volleyball,volleyball,Gold,2004
"ARTAMONOVA, Evgenya",RUS,Volleyball,volleyball,Silver,2004
"CHACHKOVA, Lioubov",RUS,Volleyball,volleyball,Silver,2004
"CHUKANOVA, Olga",RUS,Volleyball,volleyball,Silver,2004
"GAMOVA, Ekaterina",RUS,Volleyball,volleyball,Silver,2004
"KORUKOVETS, Alexandra",RUS,Volleyball,volleyball,Silver,2004
"NIKOLAEVA, Olga",RUS,Volleyball,volleyball,Silver,2004
"PLOTNIKOVA, Elena",RUS,Volleyball,volleyball,Silver,2004
"SAFRONOVA, Natalia",RUS,Volleyball,volleyball,Silver,2004
"SHESHENINA, Marina",RUS,Volleyball,volleyball,Silver,2004
"TEBENIKHINA, Irina",RUS,Volleyball,volleyball,Silver,2004
"TISHCHENKO, Elizaveta",RUS,Volleyball,volleyball,Silver,2004
"TYURINA, Elena",RUS,Volleyball,volleyball,Silver,2004
"ARTUC, Sedat",TUR,Weightlifting,"- 56kg, total (bantamweight)",Bronze,2004
"MUTLU, Halil",TUR,Weightlifting,"- 56kg, total (bantamweight)",Gold,2004
"WU, Meijin",CHN,Weightlifting,"- 56kg, total (bantamweight)",Silver,2004
"CHOLAKOV, Velichko",BUL,Weightlifting,+ 105kg,Bronze,2004
"REZA ZADEH, Hossein",IRI,Weightlifting,+ 105kg,Gold,2004
"SCERBATIHS, Viktors",LAT,Weightlifting,+ 105kg,Silver,2004
"WROBEL, Agata",POL,Weightlifting,+ 75kg,Bronze,2004
"TANG, Gonghong",CHN,Weightlifting,+ 75kg,Gold,2004
"JANG, Mi Ran",KOR,Weightlifting,+ 75kg,Silver,2004
"PISAREVSKIY, Gleb",RUS,Weightlifting,105kg,Bronze,2004
"BERESTOV, Dmitry",RUS,Weightlifting,105kg,Gold,2004
"RAZORONOV, Igor",UKR,Weightlifting,105kg,Silver,2004
"WIRATTHAWORN, Aree",THA,Weightlifting,48kg,Bronze,2004
"TAYLAN, Nurcan",TUR,Weightlifting,48kg,Gold,2004
"LI, Zhuo",CHN,Weightlifting,48kg,Silver,2004
"MOSQUERA, Mabel",COL,Weightlifting,53kg,Bronze,2004
"POLSAK, Udomporn",THA,Weightlifting,53kg,Gold,2004
"RUMBEWAS, Raema Lisa",INA,Weightlifting,53kg,Silver,2004
"KAMEAIM, Wandee",THA,Weightlifting,58kg,Bronze,2004
"CHEN, Yanqing",CHN,Weightlifting,58kg,Gold,2004
"RI, Song Hui",PRK,Weightlifting,58kg,Silver,2004
"RUBIO, Israel Jose",VEN,Weightlifting,62kg,Bronze,2004
"SHI, Zhiyong",CHN,Weightlifting,62kg,Gold,2004
"LE, Maosheng",CHN,Weightlifting,62kg,Silver,2004
"STUKALAVA, Tatsiana",BLR,Weightlifting,63kg,Bronze,2004
"SKAKUN, Nataliya",UKR,Weightlifting,63kg,Gold,2004
"BATSIUSHKA, Hanna",BLR,Weightlifting,63kg,Silver,2004
"PECHALOV, Nikolay",CRO,Weightlifting,69kg,Bronze,2004
"ZHANG, Guozheng",CHN,Weightlifting,69kg,Gold,2004
"LEE, Bae Young",KOR,Weightlifting,69kg,Silver,2004
"KASAEVA, Zarema",RUS,Weightlifting,69kg,Bronze,2004
"LIU, Chunhong",CHN,Weightlifting,69kg,Gold,2004
"KRUTZLER, Eszter",HUN,Weightlifting,69kg,Silver,2004
"POPOVA, Valentina",RUS,Weightlifting,75kg,Bronze,2004
"THONGSUK, Pawina",THA,Weightlifting,75kg,Gold,2004
"ZABOLOTNAIA, Natalia",RUS,Weightlifting,75kg,Silver,2004
"PEREPETCHENOV, Oleg",RUS,Weightlifting,77kg,Bronze,2004
"SAGIR, Taner",TUR,Weightlifting,77kg,Gold,2004
"FILIMONOV, Sergey",KAZ,Weightlifting,77kg,Silver,2004
"DIMAS, Pyrros",GRE,Weightlifting,85kg,Bronze,2004
"ASANIDZE, George",GEO,Weightlifting,85kg,Gold,2004
"RYBAKOU, Andrei",BLR,Weightlifting,85kg,Silver,2004
"TJUKIN, Eduard",RUS,Weightlifting,94kg,Bronze,2004
"DOBREV, Milen",BUL,Weightlifting,94kg,Gold,2004
"AKKAEV, Khadzhimurat",RUS,Weightlifting,94kg,Silver,2004
"MIRANDA, Patricia",USA,Wrestling Free.,- 48kg,Bronze,2004
"MERLENI, Irini",UKR,Wrestling Free.,- 48kg,Gold,2004
"ICHO, Chiharu",JPN,Wrestling Free.,- 48kg,Silver,2004
"TANABE, Chikara",JPN,Wrestling Free.,- 55kg,Bronze,2004
"BATIROV, Mavlet",RUS,Wrestling Free.,- 55kg,Gold,2004
"ABAS, Stephen",USA,Wrestling Free.,- 55kg,Silver,2004
"GOMIS, Anna",FRA,Wrestling Free.,48 - 55kg,Bronze,2004
"YOSHIDA, Saori",JPN,Wrestling Free.,48 - 55kg,Gold,2004
"VERBEEK, Tonya",CAN,Wrestling Free.,48 - 55kg,Silver,2004
"INOUE, Kenji",JPN,Wrestling Free.,55 - 60kg,Bronze,2004
"QUINTANA, Yandro Miguel",CUB,Wrestling Free.,55 - 60kg,Gold,2004
"JOKAR, Masuod",IRI,Wrestling Free.,55 - 60kg,Silver,2004
"LEGRAND, Lise",FRA,Wrestling Free.,55 - 63kg,Bronze,2004
"ICHO, Kaori",JPN,Wrestling Free.,55 - 63kg,Gold,2004
"MCMANN, Sara",USA,Wrestling Free.,55 - 63kg,Silver,2004
"MURTAZALIEV, Makhach",RUS,Wrestling Free.,60 - 66kg,Bronze,2004
"TEDEYEV, Elbrus",UKR,Wrestling Free.,60 - 66kg,Gold,2004
"KELLY, Jamill",USA,Wrestling Free.,60 - 66kg,Silver,2004
"HAMAGUCHI, Kyoko",JPN,Wrestling Free.,63 - 72kg,Bronze,2004
"WANG, Xu",CHN,Wrestling Free.,63 - 72kg,Gold,2004
"MANIOUROVA, Gouzel",RUS,Wrestling Free.,63 - 72kg,Silver,2004
"FUNDORA, Ivan",CUB,Wrestling Free.,66 - 74kg,Bronze,2004
"SAYTIEV, Buvaysa",RUS,Wrestling Free.,66 - 74kg,Gold,2004
"LALIYEV, Gennadiy",KAZ,Wrestling Free.,66 - 74kg,Silver,2004
"SAZHIDOV, Sazhid",RUS,Wrestling Free.,74 - 84kg,Bronze,2004
"SANDERSON, Cael",USA,Wrestling Free.,74 - 84kg,Gold,2004
"MOON, Eui Jae",KOR,Wrestling Free.,74 - 84kg,Silver,2004
"HEIDARI, Alireza",IRI,Wrestling Free.,84 - 96kg,Bronze,2004
"GATSALOV, Khadjimourat",RUS,Wrestling Free.,84 - 96kg,Gold,2004
"IBRAGIMOV, Magomed",UZB,Wrestling Free.,84 - 96kg,Silver,2004
"POLATCI, Aydin",TUR,Wrestling Free.,96 - 120kg,Bronze,2004
"TAYMAZOV, Artur",UZB,Wrestling Free.,96 - 120kg,Gold,2004
"REZAEI, Alireza",IRI,Wrestling Free.,96 - 120kg,Silver,2004
"KIOUREGKIAN, Artiom",GRE,Wrestling Gre-R,- 55kg,Bronze,2004
"MAJOROS, Istvan",HUN,Wrestling Gre-R,- 55kg,Gold,2004
"MAMEDALIEV, Gueidar",RUS,Wrestling Gre-R,- 55kg,Silver,2004
"NAZARIAN, Armen",BUL,Wrestling Gre-R,55 - 60kg,Bronze,2004
"JUNG, Ji-Hyun",KOR,Wrestling Gre-R,55 - 60kg,Gold,2004
"MONZON, Roberto",CUB,Wrestling Gre-R,55 - 60kg,Silver,2004
"MANUKYAN, Mkkhitar",KAZ,Wrestling Gre-R,60 - 66kg,Bronze,2004
"MANSUROV, Farid",AZE,Wrestling Gre-R,60 - 66kg,Gold,2004
"EROGLU, Seref",TUR,Wrestling Gre-R,60 - 66kg,Silver,2004
"SAMURGASHEV, Varteres",RUS,Wrestling Gre-R,66 - 74kg,Bronze,2004
"DOKTURISHIVILI, Alexandr",UZB,Wrestling Gre-R,66 - 74kg,Gold,2004
"YLI-HANNUKSELA, Marko",FIN,Wrestling Gre-R,66 - 74kg,Silver,2004
"MAKARANKA, Viachaslau",BLR,Wrestling Gre-R,74 - 84kg,Bronze,2004
"MICHINE, Alexei",RUS,Wrestling Gre-R,74 - 84kg,Gold,2004
"ABRAHAMIAN, Ara",SWE,Wrestling Gre-R,74 - 84kg,Silver,2004
"OZAL, Mehmet",TUR,Wrestling Gre-R,84 - 96kg,Bronze,2004
"GABER IBRAHIM, Karam",EGY,Wrestling Gre-R,84 - 96kg,Gold,2004
"NOZADZE, Ramaz",GEO,Wrestling Gre-R,84 - 96kg,Silver,2004
"GARDNER, Rulon",USA,Wrestling Gre-R,96 - 120kg,Bronze,2004
"BAROEV, Khasan",RUS,Wrestling Gre-R,96 - 120kg,Gold,2004
"TSURTSUMIA, Georgiy",KAZ,Wrestling Gre-R,96 - 120kg,Silver,2004
"GALPERIN, Gleb",RUS,Diving,10m platform,Bronze,2008
"MITCHAM, Matthew",AUS,Diving,10m platform,Gold,2008
"ZHOU, Luxin",CHN,Diving,10m platform,Silver,2008
"WANG, Xin",CHN,Diving,10m platform,Bronze,2008
"CHEN, Ruolin",CHN,Diving,10m platform,Gold,2008
"HEYMANS, Emilie",CAN,Diving,10m platform,Silver,2008
"QIN, Kai",CHN,Diving,3m springboard,Bronze,2008
"HE, Chong",CHN,Diving,3m springboard,Gold,2008
"DESPATIE, Alexandre",CAN,Diving,3m springboard,Silver,2008
"WU, Minxia",CHN,Diving,3m springboard,Bronze,2008
"GUO, Jingjing",CHN,Diving,3m springboard,Gold,2008
"PAKHALINA, Julia",RUS,Diving,3m springboard,Silver,2008
"DOBROSKOK, Dmitriy",RUS,Diving,synchronized diving 10m platform,Bronze,2008
"GALPERIN, Gleb",RUS,Diving,synchronized diving 10m platform,Bronze,2008
"HUO, Liang",CHN,Diving,synchronized diving 10m platform,Gold,2008
"LIN, Yue",CHN,Diving,synchronized diving 10m platform,Gold,2008
"HAUSDING, Patrick",GER,Diving,synchronized diving 10m platform,Silver,2008
"KLEIN, Sascha",GER,Diving,synchronized diving 10m platform,Silver,2008
"ESPINOSA, Paola",MEX,Diving,synchronized diving 10m platform,Bronze,2008
"ORTIZ, Tatiana",MEX,Diving,synchronized diving 10m platform,Bronze,2008
"CHEN, Ruolin",CHN,Diving,synchronized diving 10m platform,Gold,2008
"WANG, Xin",CHN,Diving,synchronized diving 10m platform,Gold,2008
"COLE, Briony",AUS,Diving,synchronized diving 10m platform,Silver,2008
"WU, Melissa",AUS,Diving,synchronized diving 10m platform,Silver,2008
"KVASHA, Illya",UKR,Diving,synchronized diving 3m springboard,Bronze,2008
"PRYGOROV, Oleksiy",UKR,Diving,synchronized diving 3m springboard,Bronze,2008
"QIN, Kai",CHN,Diving,synchronized diving 3m springboard,Gold,2008
"WANG, Feng",CHN,Diving,synchronized diving 3m springboard,Gold,2008
"KUNAKOV, Yuriy",RUS,Diving,synchronized diving 3m springboard,Silver,2008
"SAUTIN, Dmitry",RUS,Diving,synchronized diving 3m springboard,Silver,2008
"FISCHER, Heike",GER,Diving,synchronized diving 3m springboard,Bronze,2008
"KOTZIAN, Ditte",GER,Diving,synchronized diving 3m springboard,Bronze,2008
"GUO, Jingjing",CHN,Diving,synchronized diving 3m springboard,Gold,2008
"WU, Minxia",CHN,Diving,synchronized diving 3m springboard,Gold,2008
"PAKHALINA, Julia",RUS,Diving,synchronized diving 3m springboard,Silver,2008
"POZDNYAKOVA, Anastasia",RUS,Diving,synchronized diving 3m springboard,Silver,2008
"STOECKEL, Hayden",AUS,Swimming,100m backstroke,Bronze,2008
"VYATCHANIN, Arkady",RUS,Swimming,100m backstroke,Bronze,2008
"PEIRSOL, Aaron",USA,Swimming,100m backstroke,Gold,2008
"GREVERS, Matt",USA,Swimming,100m backstroke,Silver,2008
"HOELZER, Margaret",USA,Swimming,100m backstroke,Bronze,2008
"COUGHLIN, Natalie",USA,Swimming,100m backstroke,Gold,2008
"COVENTRY, Kirsty",ZIM,Swimming,100m backstroke,Silver,2008
"DUBOSCQ, Hugues",FRA,Swimming,100m breaststroke,Bronze,2008
"KITAJIMA, Kosuke",JPN,Swimming,100m breaststroke,Gold,2008
"OEN, Alexander Dale",NOR,Swimming,100m breaststroke,Silver,2008
"JUKIC, Mirna",AUT,Swimming,100m breaststroke,Bronze,2008
"JONES, Leisel",AUS,Swimming,100m breaststroke,Gold,2008
"SONI, Rebecca",USA,Swimming,100m breaststroke,Silver,2008
"LAUTERSTEIN, Andrew",AUS,Swimming,100m butterfly,Bronze,2008
"PHELPS, Michael",USA,Swimming,100m butterfly,Gold,2008
"CAVIC, Milorad",SRB,Swimming,100m butterfly,Silver,2008
"SCHIPPER, Jessicah",AUS,Swimming,100m butterfly,Bronze,2008
"TRICKETT, Lisbeth",AUS,Swimming,100m butterfly,Gold,2008
"MAGNUSON, Christine",USA,Swimming,100m butterfly,Silver,2008
"CIELO FILHO, Cesar",BRA,Swimming,100m freestyle,Bronze,2008
"LEZAK, Jason",USA,Swimming,100m freestyle,Bronze,2008
"BERNARD, Alain",FRA,Swimming,100m freestyle,Gold,2008
"SULLIVAN, Eamon",AUS,Swimming,100m freestyle,Silver,2008
"COUGHLIN, Natalie",USA,Swimming,100m freestyle,Bronze,2008
"STEFFEN, Britta",GER,Swimming,100m freestyle,Gold,2008
"TRICKETT, Lisbeth",AUS,Swimming,100m freestyle,Silver,2008
"COCHRANE, Ryan",CAN,Swimming,1500m freestyle,Bronze,2008
"MELLOULI, Oussama",TUN,Swimming,1500m freestyle,Gold,2008
"HACKETT, Grant",AUS,Swimming,1500m freestyle,Silver,2008
"VYATCHANIN, Arkady",RUS,Swimming,200m backstroke,Bronze,2008
"LOCHTE, Ryan",USA,Swimming,200m backstroke,Gold,2008
"PEIRSOL, Aaron",USA,Swimming,200m backstroke,Silver,2008
"NAKAMURA, Reiko",JPN,Swimming,200m backstroke,Bronze,2008
"COVENTRY, Kirsty",ZIM,Swimming,200m backstroke,Gold,2008
"HOELZER, Margaret",USA,Swimming,200m backstroke,Silver,2008
"DUBOSCQ, Hugues",FRA,Swimming,200m breaststroke,Bronze,2008
"KITAJIMA, Kosuke",JPN,Swimming,200m breaststroke,Gold,2008
"RICKARD, Brenton",AUS,Swimming,200m breaststroke,Silver,2008
"NORDENSTAM, Sara",NOR,Swimming,200m breaststroke,Bronze,2008
"SONI, Rebecca",USA,Swimming,200m breaststroke,Gold,2008
"JONES, Leisel",AUS,Swimming,200m breaststroke,Silver,2008
"MATSUDA, Takeshi",JPN,Swimming,200m butterfly,Bronze,2008
"PHELPS, Michael",USA,Swimming,200m butterfly,Gold,2008
"CSEH, Laszlo",HUN,Swimming,200m butterfly,Silver,2008
"SCHIPPER, Jessicah",AUS,Swimming,200m butterfly,Bronze,2008
"LIU, Zige",CHN,Swimming,200m butterfly,Gold,2008
"JIAO, Liuyang",CHN,Swimming,200m butterfly,Silver,2008
"VANDERKAAY, Peter",USA,Swimming,200m freestyle,Bronze,2008
"PHELPS, Michael",USA,Swimming,200m freestyle,Gold,2008
"PARK, Taehwan",KOR,Swimming,200m freestyle,Silver,2008
"PANG, Jiaying",CHN,Swimming,200m freestyle,Bronze,2008
"PELLEGRINI, Federica",ITA,Swimming,200m freestyle,Gold,2008
"ISAKOVIC, Sara",SLO,Swimming,200m freestyle,Silver,2008
"LOCHTE, Ryan",USA,Swimming,200m individual medley,Bronze,2008
"PHELPS, Michael",USA,Swimming,200m individual medley,Gold,2008
"CSEH, Laszlo",HUN,Swimming,200m individual medley,Silver,2008
"COUGHLIN, Natalie",USA,Swimming,200m individual medley,Bronze,2008
"RICE, Stephanie",AUS,Swimming,200m individual medley,Gold,2008
"COVENTRY, Kirsty",ZIM,Swimming,200m individual medley,Silver,2008
"JENSEN, Larsen",USA,Swimming,400m freestyle,Bronze,2008
"PARK, Taehwan",KOR,Swimming,400m freestyle,Gold,2008
"ZHANG, Lin",CHN,Swimming,400m freestyle,Silver,2008
"JACKSON, Joanne",GBR,Swimming,400m freestyle,Bronze,2008
"ADLINGTON, Rebecca",GBR,Swimming,400m freestyle,Gold,2008
"HOFF, Katie",USA,Swimming,400m freestyle,Silver,2008
"LOCHTE, Ryan",USA,Swimming,400m individual medley,Bronze,2008
"PHELPS, Michael",USA,Swimming,400m individual medley,Gold,2008
"CSEH, Laszlo",HUN,Swimming,400m individual medley,Silver,2008
"HOFF, Katie",USA,Swimming,400m individual medley,Bronze,2008
"RICE, Stephanie",AUS,Swimming,400m individual medley,Gold,2008
"COVENTRY, Kirsty",ZIM,Swimming,400m individual medley,Silver,2008
"BRODIE, Leith",AUS,Swimming,4x100m freestyle relay,Bronze,2008
"CALLUS, Ashley",AUS,Swimming,4x100m freestyle relay,Bronze,2008
"LAUTERSTEIN, Andrew",AUS,Swimming,4x100m freestyle relay,Bronze,2008
"MURPHY, Patrick",AUS,Swimming,4x100m freestyle relay,Bronze,2008
"SULLIVAN, Eamon",AUS,Swimming,4x100m freestyle relay,Bronze,2008
